Summary, degree of truth, degree of imprecision, degree of covering, degree of appropriateness, length of summary, degree of quantifier imprecision, degree of quantifier cardinality, degree of summarizer cardinality, degree of qualifier imprecision, degree of qualifier cardinality, length of qualifier, T
NEARLY_ALL  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having average Coal production per capita and average Annual change in oil production compare to countries from europe have small Gas production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Gas production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having average Coal production per capita and average Annual change in oil production compare to countries from europe have small Oil production and small Gas production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Oil production and small Gas production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having average Coal production per capita and small Oil production and small Gas production per capita compare to countries from europe have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having average Coal production per capita and small Oil production and small Gas production per capita compare to countries from north america have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america compare to countries from europe having small Oil production and small Gas production per capita have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe compare to countries from north america having small Oil production and small Gas production per capita have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having small Oil production and small Gas production per capita compare to countries from europe have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having small Oil production and small Gas production per capita compare to countries from north america have average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america compare to countries from europe having small Oil production and small Gas production per capita have average Coal production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe compare to countries from north america having small Oil production and small Gas production per capita have average Coal production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having small Oil production and small Gas production per capita compare to countries from europe have average Coal production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having small Oil production and small Gas production per capita compare to countries from north america have average Coal production per capita, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america compare to countries from europe having small Oil production and small Gas production per capita have average Coal production per capita and average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe compare to countries from north america having small Oil production and small Gas production per capita have average Coal production per capita and average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from north america having small Oil production and small Gas production per capita compare to countries from europe have average Coal production per capita and average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL  countries from europe having small Oil production and small Gas production per capita compare to countries from north america have average Coal production per capita and average Annual change in oil production, 0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
LESS_THAN_1000 data entries have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 countries from europe have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 data entries have small Oil production and small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.25, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 countries from europe have small Oil production and small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.25, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 data entries have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 countries from europe have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 data entries have small Oil production and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 countries from europe have small Oil production and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 data entries have small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.11
LESS_THAN_1000 countries from europe have small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 data entries have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 countries from europe have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.12
LESS_THAN_1000 data entries have small Oil production and small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.11
LESS_THAN_1000 countries from europe have small Oil production and small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.1
LESS_THAN_1000 data entries having small Oil production have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 countries from europe having small Oil production have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 data entries having small Oil production have small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.13
LESS_THAN_1000 countries from europe having small Oil production have small Gas production per capita and average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.13
LESS_THAN_1000 data entries having small Oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 countries from europe having small Oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 data entries having average Annual change in oil production have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 countries from europe having average Annual change in oil production have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 data entries having average Annual change in oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 countries from europe having average Annual change in oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
LESS_THAN_1000 data entries having average Annual change in oil production have small Oil production and small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.13
LESS_THAN_1000 countries from europe having average Annual change in oil production have small Oil production and small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.13
LESS_THAN_1000 data entries having small Oil production and average Annual change in oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 0.5, 0.13
LESS_THAN_1000 countries from europe having small Oil production and average Annual change in oil production have small Gas production per capita, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 0.5, 0.13
LESS_THAN_1000 data entries having small Gas production per capita and average Annual change in oil production have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 0.5, 0.13
LESS_THAN_1000 countries from europe having small Gas production per capita and average Annual change in oil production have small Oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 0.5, 0.13
LESS_THAN_1000 data entries having small Gas production per capita have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.01, 1.0, 0.14
LESS_THAN_1000 countries from europe having small Gas production per capita have average Annual change in oil production, 0.0, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.14
